order,schedule,seed,step,task,accuracy
readability,staged,1,1500,ewok_fast,51.45
readability,staged,1,1500,supplement_fast,43.6
readability,staged,1,1750,blimp_fast,54.22
readability,staged,1,1750,entity_tracking_fast,42.43
readability,staged,1,1750,ewok_fast,50.18
readability,staged,1,1750,supplement_fast,50.0
readability,staged,1,2000,blimp_fast,53.24
readability,staged,1,2000,entity_tracking_fast,42.39
readability,staged,1,2000,ewok_fast,49.45
readability,staged,1,2000,supplement_fast,45.6
readability,staged,1,2250,blimp_fast,53.63
readability,staged,1,2250,entity_tracking_fast,44.36
readability,staged,1,2250,ewok_fast,49.55
readability,staged,1,2250,supplement_fast,45.2
readability,staged,1,2500,blimp_fast,54.01
readability,staged,1,2500,entity_tracking_fast,43.97
readability,staged,1,2500,ewok_fast,50.64
readability,staged,1,2500,supplement_fast,48.0
readability,staged,2,0,blimp_fast,50.7
readability,staged,2,0,entity_tracking_fast,42.12
readability,staged,2,0,ewok_fast,51.82
readability,staged,2,0,supplement_fast,49.2
readability,staged,2,250,blimp_fast,56.3
readability,staged,2,250,entity_tracking_fast,42.58
readability,staged,2,250,ewok_fast,52.36
readability,staged,2,250,supplement_fast,47.2
readability,staged,2,500,blimp_fast,55.69
readability,staged,2,500,entity_tracking_fast,42.99
readability,staged,2,500,ewok_fast,46.55
readability,staged,2,500,supplement_fast,48.8
readability,staged,2,750,blimp_fast,51.43
readability,staged,2,750,entity_tracking_fast,34.53
readability,staged,2,750,ewok_fast,50.64
readability,staged,2,750,supplement_fast,46.8
readability,staged,2,1000,blimp_fast,50.01
readability,staged,2,1000,entity_tracking_fast,14.78
readability,staged,2,1000,ewok_fast,49.55
readability,staged,2,1000,supplement_fast,43.6
readability,staged,2,1250,blimp_fast,51.66
readability,staged,2,1250,entity_tracking_fast,13.52
readability,staged,2,1250,ewok_fast,49.55
readability,staged,2,1250,supplement_fast,44.0
readability,staged,2,1500,blimp_fast,52.29
readability,staged,2,1500,entity_tracking_fast,14.94
readability,staged,2,1500,ewok_fast,48.64
readability,staged,2,1500,supplement_fast,40.4
readability,staged,2,1750,blimp_fast,50.54
readability,staged,2,1750,entity_tracking_fast,16.36
readability,staged,2,1750,ewok_fast,50.91
readability,staged,2,1750,supplement_fast,42.0
readability,staged,2,2000,blimp_fast,52.55
readability,staged,2,2000,entity_tracking_fast,37.52
readability,staged,2,2000,ewok_fast,49.91
readability,staged,2,2000,supplement_fast,51.2
readability,staged,2,2250,blimp_fast,51.45
readability,staged,2,2250,entity_tracking_fast,39.94
readability,staged,2,2250,ewok_fast,50.09
readability,staged,2,2250,supplement_fast,49.6
readability,staged,2,2500,blimp_fast,52.8
readability,staged,2,2500,entity_tracking_fast,38.77
readability,staged,2,2500,ewok_fast,50.55
readability,staged,2,2500,supplement_fast,51.6
